key,0s,1s,2s,3s,4s,6s,outs,balls
"Y Venugopal Rao, AB Dinda",4,3,2,0,1,0,0,11
"JEC Franklin, JP Duminy",0,2,0,0,0,0,0,2
"AM Nayar, JR Hopes",3,3,0,0,1,0,0,7
"YS Chahal, DT Christian",2,1,1,0,0,0,0,4
"KL Rahul, PP Ojha",5,6,1,0,1,0,0,13
"P Negi, AJ Tye",2,2,0,0,0,0,0,4
"RA Jadeja, YA Abdulla",4,1,0,0,0,0,1,5
"G Gambhir, CK Langeveldt",3,2,0,0,0,0,1,5
"Iqbal Abdulla, P Kumar",1,0,1,0,0,0,0,2
"AM Rahane, RE van der Merwe",4,7,1,0,1,0,0,13
"AN Ahmed, DJ Hussey",0,0,0,0,1,0,0,1
"DB Ravi Teja, ST Jayasuriya",3,3,0,0,0,0,0,6
"SK Trivedi, RJ Harris",3,0,0,0,1,0,0,4
"DPMD Jayawardene, Z Khan",2,2,0,1,2,0,0,7
"LA Pomersbach, MF Maharoof",6,2,0,0,2,1,1,11
"S Dhawan, Azhar Mahmood",0,5,2,1,0,0,0,8
"LRPL Taylor, JDP Oram",4,5,1,0,1,2,1,13
"SK Raina, DJG Sammy",2,4,2,0,3,0,0,11
"DPMD Jayawardene, P Awana",13,8,1,0,2,0,0,24
"P Awana, DP Nannes",4,0,0,0,0,0,0,4
"JP Duminy, DP Nannes",7,1,0,0,2,0,2,10
"MN van Wyk, R Bhatia",4,6,2,0,4,0,0,16
"SP Goswami, VS Malik",2,5,2,0,0,0,0,9
"JR Hopes, AB Dinda",3,0,0,0,1,0,1,4
"DR Smith, AR Patel",9,11,0,0,2,2,2,24
"MK Tiwary, BA Bhatt",6,5,1,0,1,0,1,13
"SE Marsh, HV Patel",1,1,0,0,2,0,0,4
"MF Maharoof, ST Jayasuriya",3,3,1,0,1,0,1,8
"SW Billings, R Ashwin",1,2,0,0,0,2,0,5
"Z Khan, SC Ganguly",3,1,0,0,0,0,1,4
"DJ Bravo, VS Malik",1,1,0,0,0,0,0,2
"K Goel, JP Duminy",3,4,0,0,1,0,0,8
"Ankit Sharma, YS Chahal",0,2,0,0,0,0,0,2
"AB de Villiers, Ankit Sharma",3,11,1,0,2,3,0,20
"JP Duminy, YK Pathan",10,7,0,0,1,0,0,18
"JH Kallis, Azhar Mahmood",5,1,0,0,2,0,1,8
"ML Hayden, CRD Fernando",5,2,0,0,0,0,0,7
"F du Plessis, KW Richardson",2,0,0,0,0,0,1,2
"AS Rajpoot, JJ Bumrah",3,0,0,0,1,0,0,4
"BB McCullum, MC Henriques",2,6,0,0,0,0,1,8
"YK Pathan, Z Khan",8,7,1,1,4,1,1,22
"MS Dhoni, LJ Wright",0,0,0,0,1,1,0,2
"KC Sangakkara, MA Khote",2,3,1,0,2,0,0,8
"V Kohli, Sohail Tanvir",5,1,0,0,0,0,1,6
"SE Marsh, NB Singh",3,2,0,0,1,0,0,6
"SL Malinga, R Rampaul",1,0,0,0,0,0,0,1
"P Kumar, JDP Oram",0,3,0,0,0,0,0,3
"MG Johnson, SN Thakur",3,1,0,0,0,0,0,4
"SR Tendulkar, D du Preez",3,0,0,0,0,0,1,3
"AC Gilchrist, Gagandeep Singh",1,2,0,0,2,0,0,5
"AS Yadav, MM Patel",0,2,0,0,1,0,0,3
"SE Marsh, TA Boult",4,1,0,0,0,0,0,5
"YK Pathan, RP Singh",11,10,3,0,4,2,1,30
"KD Karthik, DS Kulkarni",4,4,0,0,0,2,1,10
"MEK Hussey, M de Lange",2,1,0,0,0,0,0,3
"GH Vihari, Harmeet Singh",3,1,0,0,0,0,0,4
"MA Starc, Shivam Sharma",2,2,0,0,1,0,0,5
"MK Tiwary, SM Pollock",0,1,0,0,1,0,0,2
"VVS Laxman, A Mithun",2,1,0,0,0,1,0,4
"R Vinay Kumar, S Nadeem",1,2,0,0,0,0,0,3
"RS Bopara, Kamran Khan",8,0,0,0,0,0,1,8
"SE Bond, JM Kemp",0,1,0,0,0,0,0,1
"P Dogra, A Mishra",11,7,1,0,0,1,0,20
"SK Raina, P Awana",7,5,3,0,7,2,1,24
"DA Warner, KP Pietersen",2,1,0,0,0,0,0,3
"JP Duminy, TL Suman",7,10,0,0,0,0,0,17
"M Vijay, Sunny Gupta",1,5,0,0,3,1,0,10
"SA Asnodkar, JA Morkel",13,4,0,0,2,0,2,19
"RA Jadeja, Sandeep Sharma",2,5,0,0,0,0,0,7
"UT Yadav, JP Faulkner",2,0,0,0,3,1,0,6
"RA Tripathi, AR Patel",1,0,0,0,0,0,1,1
"SR Tendulkar, R Rampaul",3,0,1,0,5,0,0,9
"DR Smith, YS Chahal",13,9,2,0,4,5,2,33
"JP Duminy, KA Pollard",6,8,0,0,1,3,0,18
"ML Hayden, DJ Hussey",0,1,0,0,0,1,0,2
"R Dhawan, UT Yadav",2,3,1,0,0,0,0,6
"DJ Bravo, S Tyagi",1,2,0,0,1,0,1,4
"BB Samantray, AB Dinda",4,0,0,0,0,0,0,4
"IK Pathan, Shakib Al Hasan",2,1,1,0,0,0,0,4
"DA Miller, Harbhajan Singh",10,18,2,0,4,0,0,34
"BJ Hodge, A Kumble",10,2,0,0,0,0,1,12
"R Dravid, JP Faulkner",2,1,2,0,1,0,0,6
"MD Mishra, JA Morkel",7,1,2,0,1,0,1,11
"Harbhajan Singh, VR Aaron",1,1,1,0,1,0,1,4
"N Rana, CH Morris",1,0,0,0,0,0,0,1
"W Jaffer, DJ Bravo",1,1,0,0,1,0,0,3
"MG Johnson, R Rampaul",1,2,0,0,0,1,0,4
"DB Das, JA Morkel",7,2,0,0,1,0,0,10
"AP Tare, M Morkel",3,4,0,0,1,0,0,8
"MC Henriques, Mohammed Shami",1,4,0,0,0,0,1,5
"C de Grandhomme, JD Unadkat",2,0,0,0,0,0,1,2
"Yuvraj Singh, KC Cariappa",1,2,0,0,2,0,0,5
"NV Ojha, R Shukla",0,1,0,0,0,1,0,2
"MN van Wyk, VS Malik",2,1,1,0,1,0,0,5
"G Gambhir, D Salunkhe",0,3,0,0,0,0,0,3
"GJ Maxwell, IK Pathan",1,1,0,0,1,1,0,4
"MS Dhoni, S Kaushik",1,2,0,0,0,0,0,3
"Shakib Al Hasan, S Aravind",0,1,0,0,1,0,0,2
"F du Plessis, YK Pathan",0,1,0,0,0,0,0,1
"G Gambhir, Shoaib Ahmed",3,0,0,0,2,0,1,5
"M Vohra, J Yadav",1,1,1,0,0,0,0,3
"MS Dhoni, S Ladda",1,3,0,0,0,1,0,5
"VVS Laxman, JD Ryder",1,0,0,0,0,0,1,1
"RV Uthappa, AG Murtaza",1,1,0,0,0,0,1,2
"MP Stoinis, JJ Bumrah",1,1,0,0,0,0,0,2
"RS Bopara, Harbhajan Singh",4,4,1,0,0,0,0,9
"CL White, JO Holder",0,0,1,0,0,0,0,1
"RG Sharma, AF Milne",1,1,0,0,1,0,0,3
"Shahid Afridi, MF Maharoof",5,4,0,0,0,1,0,10
"Azhar Mahmood, R Vinay Kumar",2,8,1,0,3,1,0,15
"KV Sharma, B Kumar",5,1,1,0,0,0,1,7
"NV Ojha, JW Hastings",2,1,0,0,0,0,0,3
"DJ Hooda, YS Chahal",3,4,0,0,0,0,1,7
"RJ Quiney, C Nanda",0,2,0,0,0,0,0,2
"IK Pathan, SK Raina",5,6,0,0,0,0,0,11
"AS Rajpoot, KA Pollard",1,0,0,0,0,0,0,1
"Mohammad Hafeez, Sohail Tanvir",3,0,0,0,1,0,0,4
"A Symonds, DJ Bravo",1,1,0,0,1,0,0,3
"MV Boucher, LR Shukla",0,2,0,0,0,0,0,2
"SV Samson, Yuvraj Singh",3,5,0,0,2,2,1,12
"Gurkeerat Singh, R Vinay Kumar",1,3,0,0,0,0,0,4
"Sandeep Sharma, UT Yadav",2,1,0,0,0,0,0,3
"JA Morkel, Harbhajan Singh",3,0,3,0,0,2,1,8
"UBT Chand, A Mishra",2,4,0,0,2,0,1,8
"P Kumar, Mustafizur Rahman",1,1,0,0,0,0,0,2
"LA Carseldine, SB Jakati",0,2,0,0,0,0,0,2
"AL Menaria, DS Kulkarni",3,1,1,0,0,0,1,5
"AT Rayudu, BE Hendricks",1,1,3,0,0,0,0,5
"Shoaib Ahmed, R Bhatia",1,0,0,0,0,0,1,1
"CH Gayle, MJ McClenaghan",15,6,0,0,1,1,0,23
"RG Sharma, WA Mota",3,2,0,0,1,2,0,8
"AM Nayar, KP Pietersen",1,2,1,0,0,0,1,4
"Harbhajan Singh, RP Singh",3,3,1,0,6,1,1,14
"GJ Maxwell, VR Aaron",1,0,0,0,0,0,1,1
"AA Bilakhia, P Kumar",1,4,2,0,1,0,0,8
"HH Gibbs, SK Raina",4,6,1,0,1,0,0,12
"TL Suman, NLTC Perera",2,1,1,0,1,0,0,5
"V Sehwag, Yuvraj Singh",1,6,0,0,1,0,0,8
"RS Bopara, A Kumble",10,16,2,0,1,1,0,30
"TL Suman, B Lee",2,0,0,0,1,0,0,3
"B Kumar, RJ Harris",4,2,0,0,0,0,0,6
"HM Amla, SS Agarwal",2,4,0,0,2,0,1,8
"Harbhajan Singh, AR Patel",0,2,0,0,0,0,0,2
"Y Venugopal Rao, R Ashwin",6,8,0,0,0,1,2,15
"AJ Finch, MC Henriques",5,9,0,0,4,2,1,20
"RG Sharma, R Sathish",2,3,0,0,0,0,0,5
"PD Collingwood, A Symonds",1,2,0,0,0,0,0,3
"KM Jadhav, Yuvraj Singh",3,6,0,0,0,0,0,9
"SP Fleming, GD McGrath",7,2,0,1,0,0,0,10
"SE Marsh, BAW Mendis",4,3,0,0,2,0,1,9
"PA Patel, KW Richardson",1,0,0,0,0,0,1,1
"NM Coulter-Nile, DT Christian",1,0,0,0,0,0,0,1
"I Malhotra, AM Salvi",0,2,0,0,1,0,0,3
"J Botha, Yuvraj Singh",2,0,1,0,1,0,0,4
"UBT Chand, J Syed Mohammad",0,0,1,0,1,0,0,2
"JEC Franklin, AB Dinda",4,1,0,0,0,0,1,5
"NM Coulter-Nile, P Negi",2,1,0,0,0,0,1,3
"DA Warner, SW Tait",2,4,1,0,4,1,0,12
"BJ Hodge, M Muralitharan",5,2,1,0,0,0,0,8
"RS Bopara, AD Mathews",1,2,0,0,0,0,0,3
"V Kohli, P Kumar",30,17,4,0,5,4,1,60
"A Mishra, Sandeep Sharma",3,2,0,0,0,0,0,5
"CL White, B Lee",1,2,0,0,1,0,1,4
"PA Patel, Shahid Afridi",2,4,0,0,0,0,0,6
"PJ Cummins, Washington Sundar",0,2,0,0,0,0,0,2
"LA Pomersbach, R Vinay Kumar",1,1,0,0,0,0,0,2
"GC Smith, DP Vijaykumar",2,1,0,0,2,0,0,5
"GJ Bailey, B Lee",4,2,0,0,2,0,0,8
"KM Jadhav, M de Lange",1,0,1,0,0,0,0,2
"AS Yadav, V Kohli",1,1,0,0,0,1,0,3
"S Anirudha, SW Tait",2,0,0,0,0,1,0,3
"MEK Hussey, BJ Hodge",2,6,1,0,1,0,0,10
"MK Pandey, JP Faulkner",1,8,0,0,1,1,0,11
"M Vijay, VR Aaron",26,8,4,0,7,2,0,47
"AD Mascarenhas, SL Malinga",2,1,2,0,0,0,0,5
"AM Nayar, S Aravind",3,0,0,0,0,0,1,3
"WP Saha, VR Aaron",3,4,1,0,1,0,1,9
"AM Rahane, S Nadeem",15,29,2,0,4,1,2,51
"JH Kallis, CK Langeveldt",5,6,0,0,3,0,1,14
"MN Samuels, SK Raina",1,5,0,0,0,0,0,6
"Harbhajan Singh, MG Johnson",1,1,0,0,0,1,0,3
"SR Watson, MJ McClenaghan",3,3,0,0,0,1,0,7
"TR Birt, A Mishra",0,0,1,0,0,0,0,1
"CJ Anderson, Rashid Khan",1,2,0,0,0,0,0,3
"PJ Cummins, CR Woakes",0,1,0,0,0,0,0,1
"KL Rahul, BE Hendricks",2,1,0,0,0,0,0,3
"KD Karthik, DW Steyn",7,8,0,0,0,1,3,16
"NV Ojha, NM Coulter-Nile",5,6,1,0,1,0,1,13
"AB de Villiers, KH Pandya",14,17,0,0,1,2,4,34
"Yuvraj Singh, D Kalyankrishna",2,0,0,0,0,0,0,2
"V Kohli, DP Vijaykumar",2,3,0,0,0,0,0,5
"DW Steyn, JD Unadkat",5,2,1,0,1,0,1,9
"P Kumar, S Sreesanth",2,0,0,0,0,0,1,2
"KD Karthik, MJ McClenaghan",6,4,2,0,0,1,0,13
"BB McCullum, Ankit Sharma",12,7,1,0,3,1,1,24
"MK Pandey, S Sreesanth",6,4,1,0,1,0,0,12
"JA Morkel, SR Watson",12,5,2,0,1,1,0,21
"P Kumar, M Kartik",1,0,0,0,0,0,0,1
"J Syed Mohammad, SK Raina",0,1,0,0,0,0,0,1
"RT Ponting, M Kartik",4,1,1,0,0,0,1,6
"DA Miller, R Bhatia",3,6,0,0,1,1,0,11
"CL White, Harmeet Singh",1,1,0,0,1,0,0,3
"AB Barath, JP Duminy",1,0,0,0,0,0,1,1
"Shoaib Malik, A Nehra",0,2,0,0,0,0,0,2
"YK Pathan, BAW Mendis",2,2,1,0,2,2,1,9
"AB de Villiers, Anureet Singh",3,4,1,0,1,0,0,9
"A Flintoff, ST Jayasuriya",0,3,0,0,1,0,0,4
"MK Tiwary, KV Sharma",5,4,0,0,0,1,0,10
"BA Stokes, RA Jadeja",2,5,1,0,0,3,0,11
"SB Joshi, LR Shukla",2,0,0,0,0,0,1,2
"Gurkeerat Singh, GB Hogg",2,2,0,0,0,0,0,4
"AM Rahane, SB Jakati",4,6,1,1,4,0,0,16
"SK Warne, R Vinay Kumar",3,1,1,0,0,0,0,5
"CJ Anderson, S Kaul",0,4,1,0,0,1,0,6
"SS Iyer, VR Aaron",2,2,1,0,2,0,0,7
"CA Pujara, PV Tambe",3,7,0,0,0,0,0,10
"MN van Wyk, P Kumar",0,2,0,0,2,0,0,4
"DJ Hussey, AG Murtaza",3,4,1,0,1,0,0,9
"VH Zol, MM Sharma",3,0,1,0,0,0,1,4
"SE Marsh, Mustafizur Rahman",3,0,0,0,0,0,1,3
"VS Malik, L Balaji",1,0,0,0,0,0,0,1
"JD Ryder, Iqbal Abdulla",2,3,0,0,0,1,0,6
"DJ Bravo, Yuvraj Singh",8,5,4,0,0,1,0,18
"M Vijay, I Sharma",22,5,0,1,5,4,0,37
"AR Patel, M Morkel",1,3,1,0,1,0,0,6
"SL Malinga, AD Mathews",2,1,0,0,1,0,0,4
"MR Marsh, PP Chawla",1,2,0,0,0,0,0,3
"KM Jadhav, A Mishra",4,3,3,0,2,3,0,15
"PJ Sangwan, KA Pollard",1,2,0,0,0,0,0,3
"R Vinay Kumar, AB Agarkar",1,2,0,0,0,1,0,4
"DJ Bravo, GB Hogg",3,3,0,0,1,0,0,7
"RS Bopara, RG Sharma",2,3,0,0,0,0,1,5
"B Akhil, A Nehra",3,3,0,0,1,1,0,8
"Ishan Kishan, MP Stoinis",3,4,0,0,0,0,0,7
"Y Venugopal Rao, SK Warne",10,4,3,0,2,0,1,19
"SE Marsh, MM Patel",25,13,2,0,4,3,1,47
"G Gambhir, SN Thakur",1,3,0,0,0,0,0,4
"MK Tiwary, AN Ahmed",2,0,0,0,2,0,0,4
"DJ Harris, AD Russell",4,0,0,0,2,0,0,6
"LR Shukla, PP Ojha",3,3,1,0,0,0,1,7
"AM Rahane, R Sharma",10,12,1,1,3,0,1,27
"RV Gomez, L Balaji",2,0,0,0,0,0,0,2
"KC Sangakkara, DP Nannes",2,3,0,0,0,0,0,5
"SK Raina, Rashid Khan",3,3,0,0,0,0,1,6
"G Gambhir, KA Pollard",6,3,1,0,0,0,1,10
"SS Tiwary, JA Morkel",3,2,1,0,0,0,0,6
"YK Pathan, CH Gayle",1,1,1,0,0,1,0,4
"RG Sharma, R Vinay Kumar",24,4,3,0,3,0,6,34
"KK Cooper, A Nehra",1,0,1,0,0,0,1,2
"B Kumar, MJ McClenaghan",1,0,0,0,0,0,1,1
"UBT Chand, AB Dinda",5,1,0,0,1,0,0,7
"YK Pathan, MG Johnson",6,4,0,0,2,0,1,12
"AJ Finch, MJ McClenaghan",2,4,1,0,1,0,0,8
"SC Ganguly, Y Venugopal Rao",4,5,2,0,2,0,0,13
"JH Kallis, C Ganapathy",1,2,0,0,1,0,0,4
"RA Jadeja, SK Trivedi",4,5,1,0,1,1,0,12
"MC Juneja, PP Ojha",4,5,1,0,1,0,0,11
"PA Patel, GD McGrath",4,2,0,0,0,0,0,6
"MA Agarwal, JW Hastings",3,1,0,0,0,0,0,4
"AJ Finch, IK Pathan",7,2,3,0,5,1,1,18
"Yuvraj Singh, Shivam Sharma",6,1,0,0,0,0,1,7
"K Rabada, AR Patel",7,3,0,0,1,0,0,11
"M Vijay, JD Unadkat",2,2,1,0,2,0,0,7
"RR Pant, KC Cariappa",1,1,0,0,2,0,0,4
"DJ Hooda, S Aravind",3,2,0,0,0,0,1,5
"PP Chawla, RP Singh",3,5,1,0,2,0,1,11
"S Badrinath, WPUJC Vaas",6,0,0,0,1,0,0,7
"Shakib Al Hasan, Harbhajan Singh",2,7,1,0,2,0,0,12
"Basil Thampi, BCJ Cutting",0,1,2,0,0,1,0,4
"DS Kulkarni, JA Morkel",0,1,0,0,1,0,0,2
"PP Chawla, JH Kallis",1,2,1,0,1,1,0,6
"IR Jaggi, L Balaji",1,1,0,0,0,0,0,2
"DPMD Jayawardene, MS Gony",3,1,1,0,1,0,0,6
"LRPL Taylor, DL Vettori",2,2,1,0,1,0,0,6
"Umar Gul, SK Trivedi",0,1,0,0,0,0,0,1
"Gurkeerat Singh, S Ladda",0,1,0,0,0,0,0,1
"V Sehwag, ST Jayasuriya",3,5,1,0,1,3,0,13
"RJ Harris, Z Khan",1,3,0,0,1,0,0,5
"JP Duminy, IC Pandey",9,1,2,2,0,0,2,14
"D Wiese, UT Yadav",0,2,1,0,0,0,0,3
"AP Tare, DL Chahar",1,0,0,0,0,0,1,1
"TL Suman, DT Christian",5,1,0,0,0,1,0,7
"SP Narine, P Kumar",5,1,0,0,3,0,0,9
"S Nadeem, AD Mathews",1,0,1,0,0,0,0,2
"Y Venugopal Rao, SK Raina",2,3,0,0,1,0,0,6
"AC Gilchrist, RR Powar",7,4,1,0,0,0,2,12
"KK Nair, IK Pathan",5,3,0,0,2,0,0,10
"AN Ghosh, R Vinay Kumar",3,0,1,0,1,0,1,5
"AD Mathews, A Kumble",2,2,0,0,1,0,1,5
"GJ Bailey, KV Sharma",5,5,1,0,0,0,0,11
"G Gambhir, MJ Henry",1,1,0,0,0,0,0,2
"DJ Bravo, S Ladda",1,0,1,0,0,1,1,3
"MK Pandey, RS Bopara",0,2,0,0,0,0,0,2
"SS Tiwary, PP Chawla",6,8,1,0,2,1,2,18
"JH Kallis, RW Price",0,6,0,0,1,0,0,7
"MK Tiwary, M de Lange",4,3,0,0,1,0,1,8
"GH Vihari, RG Sharma",0,2,0,0,0,0,0,2
"JA Morkel, PP Ojha",6,9,2,0,0,1,2,18
"V Kohli, VR Aaron",6,4,0,0,4,0,0,14
"RN ten Doeschate, Harbhajan Singh",5,7,2,0,1,0,0,15
"HH Gibbs, JA Morkel",4,10,1,0,1,0,0,16
"UBT Chand, PP Ojha",3,0,0,0,0,0,1,3
"RE van der Merwe, M Muralitharan",3,1,0,0,0,0,0,4
"P Kumar, M Ntini",0,2,0,0,1,0,0,3
"BJ Hodge, CH Morris",1,1,0,0,0,0,0,2
"SE Marsh, PP Chawla",1,3,0,0,1,0,0,5
"Shakib Al Hasan, A Nehra",2,4,1,0,0,0,0,7
"SK Warne, M Muralitharan",1,0,0,0,0,0,0,1
"SR Watson, GS Sandhu",0,1,0,0,0,0,0,1
"RN ten Doeschate, BA Bhatt",1,3,0,0,0,0,0,4
"RV Uthappa, AD Mathews",4,6,0,0,1,1,1,12
"RV Uthappa, LMP Simmons",1,3,0,0,1,2,1,7
"CJ Anderson, IC Pandey",4,3,2,0,0,2,0,11
"WA Mota, Y Venugopal Rao",2,2,0,0,0,0,0,4
"W Jaffer, I Sharma",4,1,1,0,0,0,0,6
"S Anirudha, SP Narine",1,2,0,0,0,0,0,3
"R Vinay Kumar, SP Narine",2,3,0,0,1,0,0,6
"DA Warner, PP Chawla",16,18,2,0,8,3,1,47
"WD Parnell, DT Christian",1,0,0,0,0,0,0,1
"Mandeep Singh, Shakib Al Hasan",2,4,0,0,0,0,1,6
"Ishan Kishan, Harbhajan Singh",7,6,0,0,3,0,1,16
"KC Sangakkara, TM Dilshan",2,6,3,0,2,1,0,14
"LRPL Taylor, SL Malinga",10,5,0,0,0,0,2,15
"K Rabada, JJ Bumrah",8,5,0,0,2,0,1,15
"V Sehwag, M Kartik",3,9,0,0,3,1,1,16
"M Muralitharan, P Kumar",1,0,0,0,0,0,0,1
"KS Williamson, T Shamsi",0,5,0,0,1,0,0,6
"NV Ojha, AR Patel",7,12,3,0,3,1,1,26
"CH Gayle, KA Pollard",6,14,2,0,5,3,0,30
"KC Cariappa, B Kumar",3,0,0,0,0,0,1,3
"LMP Simmons, AR Patel",8,8,2,0,4,3,0,25
"Azhar Mahmood, DW Steyn",0,1,1,0,0,0,0,2
"DJ Bravo, Bipul Sharma",3,2,0,0,0,0,0,5
"MK Tiwary, Anand Rajan",1,2,1,0,0,0,0,4
"KC Sangakkara, AP Dole",1,1,0,0,0,0,0,2
"GJ Maxwell, NLTC Perera",2,1,2,0,1,0,0,6
"DA Warner, AF Milne",1,3,0,0,2,1,0,7
"BJ Rohrer, SW Tait",2,0,1,0,2,0,0,5
"DR Smith, Mohammed Siraj",4,2,0,0,1,0,0,7
"LRPL Taylor, A Singh",2,4,0,0,0,0,0,6
"MS Dhoni, Ankit Sharma",1,3,0,0,0,0,0,4
"JR Hopes, PP Ojha",0,2,0,0,0,0,0,2
"OA Shah, MM Patel",2,3,0,0,0,1,0,6
"SV Samson, MP Stoinis",1,3,1,0,2,0,1,7
"RE van der Merwe, DJ Bravo",1,1,0,0,0,0,0,2
"WP Saha, PD Collingwood",0,1,0,0,0,0,0,1
"SS Tiwary, CJ Jordan",2,2,0,0,1,0,0,5
"MG Johnson, R Vinay Kumar",2,3,0,0,0,1,0,6
"LRPL Taylor, RJ Peterson",0,2,0,0,0,0,0,2
"MK Pandey, RN ten Doeschate",0,3,1,0,0,0,0,4
"HH Gibbs, RR Powar",3,3,1,0,0,1,0,8
"LMP Simmons, KK Cooper",4,2,1,0,1,1,0,9
"MV Boucher, SM Pollock",2,5,0,1,2,0,0,10
"CA Pujara, MG Neser",2,2,0,0,1,0,0,5
"MJ Lumb, S Sreesanth",11,5,0,0,5,0,0,21
"MM Sharma, R Vinay Kumar",0,0,2,0,1,2,0,5
"R Sharma, A Mishra",1,0,0,0,0,0,1,1
"SP Fleming, Mohammad Asif",5,1,2,0,1,0,1,9
"BCJ Cutting, HH Pandya",1,1,0,0,0,0,0,2
"KM Jadhav, Mustafizur Rahman",4,4,2,0,0,1,0,11
"V Kohli, Anureet Singh",5,6,1,0,3,1,1,16
"Mandeep Singh, PV Tambe",0,0,1,0,1,0,0,2
"MK Pandey, R Ashwin",11,10,1,1,0,1,1,24
"AM Nayar, RG Sharma",3,0,0,0,0,0,1,3
"S Sreesanth, L Balaji",2,0,0,0,0,0,0,2
"J Suchith, R Dhawan",4,2,0,0,1,0,0,7
"AD Russell, MC Henriques",1,0,0,0,0,0,0,1
"BB McCullum, S Nadeem",16,24,2,0,5,0,0,47
"SD Chitnis, IK Pathan",2,4,0,0,0,1,0,7
"AB Agarkar, SL Malinga",2,2,0,0,0,0,0,4
"B Kumar, AB Dinda",2,1,0,0,1,1,0,5
"RN ten Doeschate, R Dhawan",0,1,1,0,0,0,0,2
"SPD Smith, AR Patel",6,12,1,0,3,0,1,22
"MS Dhoni, S Narwal",1,2,1,0,1,0,0,5
"Yuvraj Singh, RJ Harris",4,2,1,0,1,1,0,9
"STR Binny, RP Singh",0,1,0,0,0,0,0,1
"Harbhajan Singh, R Rampaul",1,0,0,0,0,0,1,1
"SA Asnodkar, DJ Hussey",0,1,0,0,1,0,0,2
"GJ Maxwell, YS Chahal",9,10,2,0,0,1,2,22
"CH Gayle, R Tewatia",4,1,0,0,0,0,0,5
"SR Watson, Mustafizur Rahman",3,0,1,0,0,0,2,4
"Q de Kock, CJ Jordan",3,3,0,0,1,0,0,7
"JP Duminy, MJ McClenaghan",7,4,1,0,2,0,0,14
"JH Kallis, DB Ravi Teja",0,1,0,0,0,0,0,1
"GJ Bailey, Imran Tahir",4,5,2,0,0,0,2,11
"V Kohli, Ankit Sharma",11,13,1,0,2,0,0,27
"CH Morris, R Rampaul",0,0,2,0,0,0,0,2
"RA Jadeja, Yuvraj Singh",4,2,3,1,0,1,0,11
"RJ Quiney, SL Malinga",2,2,0,0,0,0,1,4
"MK Pandey, B Lee",4,4,3,0,4,0,0,15
"A Chopra, PP Ojha",3,3,0,0,0,0,1,6
"PA Patel, RP Singh",19,3,1,0,3,1,1,27
"JJ van der Wath, TG Southee",1,3,0,0,1,0,0,5
"OA Shah, Harbhajan Singh",3,6,2,0,2,1,0,14
"CL White, WPUJC Vaas",1,4,0,0,0,0,0,5
"SR Tendulkar, KW Richardson",1,0,0,0,1,0,0,2
"K Goel, R Vinay Kumar",1,2,0,0,0,0,0,3
"V Sehwag, Kamran Khan",2,1,0,0,0,0,0,3
"JH Kallis, S Narwal",7,4,1,0,1,0,0,13
"PJ Sangwan, CRD Fernando",0,2,1,0,0,0,0,3
"G Gambhir, V Kohli",0,5,2,0,1,0,0,8
"M Muralitharan, SK Trivedi",2,0,0,0,0,0,0,2
"WP Saha, A Mithun",5,4,0,0,0,0,0,9
"RS Gavaskar, JM Kemp",4,1,0,0,0,0,1,5
"DR Smith, MA Starc",18,7,1,0,4,0,1,30
"SE Marsh, PV Tambe",6,5,0,1,2,0,1,14
"A Symonds, RA Jadeja",4,3,1,0,1,0,1,9
"C Nanda, MM Patel",1,0,0,0,0,0,0,1
"G Gambhir, S Kaul",6,6,1,0,4,1,1,18
"DPMD Jayawardene, WD Parnell",7,1,1,0,2,0,1,11
"JH Kallis, CRD Fernando",6,1,1,0,2,0,0,10
"KK Cooper, JP Duminy",2,0,0,0,0,1,1,3
"SE Marsh, JD Ryder",4,3,1,0,1,0,0,9
"TM Dilshan, R Vinay Kumar",2,5,1,0,3,0,0,11
"S Dhawan, VS Malik",9,8,2,0,3,1,0,23
"MJ Clarke, SW Tait",5,0,0,0,0,0,0,6
"R Bhatia, M Morkel",5,2,2,0,1,0,0,10
"Y Nagar, Harbhajan Singh",1,0,0,0,0,0,1,1
"HM Amla, TG Southee",5,0,0,0,0,0,1,5
"M Morkel, PP Ojha",0,2,0,0,0,0,0,2
"TM Dilshan, Iqbal Abdulla",3,0,0,0,1,0,0,4
"M Vohra, Bipul Sharma",3,1,0,0,1,0,1,5
"DJ Hooda, Z Khan",0,1,0,0,0,1,0,2
"MK Pandey, BA Bhatt",3,6,0,0,0,0,0,9
"Shoaib Malik, DJ Thornely",1,3,0,0,0,0,0,4
"AC Voges, Pankaj Singh",0,2,0,0,2,0,0,4
"DA Warner, RG Sharma",0,1,0,0,0,0,0,1
"Yuvraj Singh, Pankaj Singh",0,3,0,0,3,1,0,7
"BA Stokes, PJ Sangwan",4,4,2,0,1,1,0,12
"S Dhawan, TM Head",0,3,0,0,0,0,0,3
"A Kumble, DJ Bravo",1,1,0,0,1,0,0,3
"DJ Bravo, RR Powar",3,0,1,0,0,0,1,4
"PR Shah, SB Joshi",1,4,0,0,1,0,0,6
"YK Pathan, DL Vettori",5,2,4,0,1,4,0,16
"RS Bopara, A Mishra",7,11,1,0,2,0,0,21
"AM Rahane, AM Salvi",1,4,0,0,0,1,0,6
"Bipul Sharma, R Bhatia",2,4,0,0,1,0,0,7
"RS Bopara, I Sharma",0,3,0,0,0,0,0,3
